V,E,T(n) fibo
2250.0, 2530125.0, 230.780134
2250.0, 2530125.0, 203.974759
2250.0, 2530125.0, 273.529666
2250.0, 2530125.0, 166.446872
2250.0, 2530125.0, 175.280047
2250.0, 2530125.0, 174.349723
2250.0, 2530125.0, 162.5975
2250.0, 2530125.0, 138.38845
2250.0, 2530125.0, 250.726092
2250.0, 2530125.0, 31.761546
2250.0, 2530125.0, 149.025696
2250.0, 2530125.0, 254.329431
2250.0, 2530125.0, 233.581929
2250.0, 2530125.0, 155.855185
2250.0, 2530125.0, 23.172783
2250.0, 2530125.0, 157.058994
2250.0, 2530125.0, 101.898519
2250.0, 2530125.0, 288.816549
2375.0, 2819125.0, 78.115311
2375.0, 2819125.0, 124.3616
2375.0, 2819125.0, 74.941111
2375.0, 2819125.0, 3257.282004
2375.0, 2819125.0, 245.78579
2375.0, 2819125.0, 14.273202
2375.0, 2819125.0, 276.913083
2375.0, 2819125.0, 216.924591
2375.0, 2819125.0, 190.195264
2375.0, 2819125.0, 119.062134
2375.0, 2819125.0, 43.424701
2375.0, 2819125.0, 224.151183
2375.0, 2819125.0, 53.281495
2375.0, 2819125.0, 135.767568
2375.0, 2819125.0, 217.937066
2375.0, 2819125.0, 133.529323
2375.0, 2819125.0, 60.615217
2375.0, 2819125.0, 278.19734
2375.0, 2819125.0, 21.566191
2375.0, 2819125.0, 279.39219
2375.0, 2819125.0, 311.888677
2375.0, 2819125.0, 146.176357
2375.0, 2819125.0, 110.567986
2375.0, 2819125.0, 533.092093
2375.0, 2819125.0, 125.717707
2375.0, 2819125.0, 295.175965
2375.0, 2819125.0, 13.5016
2375.0, 2819125.0, 315.400391
2375.0, 2819125.0, 283.698154
2375.0, 2819125.0, 66.544989
2375.0, 2819125.0, 72.360052
2375.0, 2819125.0, 170.214915
2375.0, 2819125.0, 374.777768
2375.0, 2819125.0, 316.917777
2375.0, 2819125.0, 87.21665
2375.0, 2819125.0, 391.716783
2375.0, 2819125.0, 165.853867
2375.0, 2819125.0, 84.432085
2375.0, 2819125.0, 184.267268
2375.0, 2819125.0, 181.21947
2500.0, 3123750.0, 261.815327
2500.0, 3123750.0, 3102.977716
2500.0, 3123750.0, 391.782457
2500.0, 3123750.0, 74.953001
2500.0, 3123750.0, 62.215434
2500.0, 3123750.0, 270.181771
2500.0, 3123750.0, 145.100906
2500.0, 3123750.0, 129.637448
2500.0, 3123750.0, 211.364764
2500.0, 3123750.0, 262.193854
2500.0, 3123750.0, 221.71178
2500.0, 3123750.0, 167.90622
2500.0, 3123750.0, 61.557915
2500.0, 3123750.0, 334.864181
2500.0, 3123750.0, 317.142525
2500.0, 3123750.0, 253.17093
2500.0, 3123750.0, 468.855896
2500.0, 3123750.0, 279.001231
2500.0, 3123750.0, 115.874677
2500.0, 3123750.0, 94.360172
2500.0, 3123750.0, 238.32248
2500.0, 3123750.0, 40.052542
2500.0, 3123750.0, 296.708098
2500.0, 3123750.0, 357.744532
2500.0, 3123750.0, 394.113911
